full_text,sentiment,clean_text
@ravynzy_ yuk kak @ravynzy_ dm nya akan segera dibalas yaw -aci,netral,dibalas yaw
@koplingjanda loooh sinyalnya ga stabil dari kapan ini kak kris? kalo bar sinyalnya muncul berapa sekarang? -dhea,netral,loooh sinyalnya stabil kris bar sinyalnya muncul
@psitumoism @byu_id @psitumoism okee siap aman. tungguin balesan di dm yaa kak rin :) -joan,positif,okee aman tungguin balesan yaa rin
halo @telkomsel aku beli paket kok belum masuk ya?,negatif,beli paket masuk
@telkomsel @spicyfoodey kalau re-install dlu ribet dong min.. harus nya pemutakhiran tidak harus bgtu. no hp yg udh di login kan yg lain jdi harus input ulang.,negatif,re dlu ribet pemutakhiran bgtu no udh login jdi input ulang
@telkomsel ga ada refun cek dm min,negatif,refun
@adaadityah hhhmmnn kak @adaadityah ada kendala apa sama nomor telkomsel nya? -dhea,negatif,hhhmmnn kendala
@jelliesiousss @jelliesiousss baik kak jell. jika masih berkendala. infoin no hp telkomsel type perangkat versi os ke dm. makasih. -dya,netral,jell no type perangkat o
@reelll11 @reelll11 baik kalau gitu temen aci akan bantu pengecekan di dm ya kak. semoga bisa cepet normal lagi -aci,positif,temen pengecekan semoga cepet normal
@wederedo12 @wederedo12 bisa dibantu chika nih kak. dm segera dibalas yuk cek berkala. -chika,netral,chika dibalas berkala
@heyrinde @heyrinde maaf ya kak rin kalau saat ini nomor kakak bukan awalan 0811 kakak bisa coba akses link yang rekan zyad kasih sebelumnya ya. perihal tagihan kartuhalo dan kakak melakukan pergantian paket maka perhitungannya akan prorate yuk konformasi ke dm nomor hp nama lengkap,negatif,rin awalan akses link rekan zyad perihal tagihan kartuhalo pergantian paket perhitungannya prorate konformasi nama lengkap
@_saputrobayu kak bayu buat kendala aplikasi mytelkomsel boleh coba reinstall dulu aplikasi nya ya nanti coba akses ke mytelkomsel nya lagi kalo untuk notifikasi iklan/promonya kalo ga berkenan boleh infoin nomor ke dm ya biar bisa dibantu lebih lanjut -dhea,negatif,bayu kendala aplikasi mytelkomsel reinstall aplikasi akses mytelkomsel notifikasi iklanpromonya berkenan
@bungadansusu saldo nya terpotong dan ada refund gak kak @bungadansusu? maafin ya aci bantu cek dulu transaksi nya ya. silakan infokan nomor hp channel pembelian metode pembayaran capture ke 3 transaksi nya ke dm yuk. biar data kakak tetap aman -aci,positif,saldo terpotong refund transaksi infokan channel pembelian metode pembayaran capture transaksi data aman
@ryoomen01 @ryoomen01 mantaapp kak. sering-sering cek paket promonya di mytelkomsel menu beli paket yaa :)-sabil,positif,mantaapp paket promonya mytelkomsel menu beli paket yaa
udah pada tau belum? setiap kamu aktifin voucher fisik atau e-voucher telkomsel prabayar kamu auto ikutan program #digosokhepi dan berkesempatan dapetin hadiah total rp1 miliar untuk 10 orang pemenang dan ada hadiah mingguan juga! yuk gosok voucher-nya dan cek infonya di https://t.co/rvhlspd6nm,positif,aktifin voucher fisik e prabayar auto ikutan program berkesempatan dapetin hadiah total miliar orang pemenang hadiah mingguan gosok voucher infonya
@ecssasy boleh kak @ecssasy. dm nya akan segera dibalas -aci,netral,dibalas
@telkomsel kak gimana ya belum ada kelanjutan lagi di dm nya. ,negatif,kelanjutan
@ourseasone maksudnya aplikasi mytelkomsel kah kak @ourseasone? aplikasinya udah coba di reinstall belum? -dhea,negatif,maksudnya aplikasi mytelkomsel kah aplikasinya reinstall
@psitumoism huhu maafin ya kak @psitumoism aci bantu biar akses internet nya jadi sat set lagi yuk. silakan infokan nomor hp lokasi detail (minimal kelurahan) ke dm agar data terjaga. untuk kendala by.u bisa langsung dm ke rekan kami @byu_id ya kak. tks -aci,negatif,huhu akses internet sat set infokan lokasi detail kelurahan data terjaga kendala byu langsung rekan tks
@lonimasa @wonuunpad kpo luhk,netral,kpo luhk
@telkomsel 0812 min. dah pernah dm &amp; chat veronika buat registrasi via vidcall. tapi pas jadwalnya link yg dikasih cm muncul blank putih ga ada vidcall yg masuk kalo aku bc tgl 11. desember kmren aku dh bayar tagihan 89k. tgl 1 jan aku upgrade ke halo 100k (50gb) bsk tagihannya gmn ya?,negatif,dah amp chat veronika registrasi vidcall pa jadwalnya link dikasih cm muncul blank putih vidcall masuk bc tgl desember kmren dh bayar tagihan tgl jan upgrade bsk tagihannya gmn
haii‍️ aku ready kuota paket smartfren &amp; telkomsel (tsel) murah ada banyak pilihannyaa pulsa paket provider lain juga ada cek bio/pin yaa wa for fast resp terima kasih #zonauang https://t.co/pdze3f2sxm,positif,ready kuota paket smartfren amp tsel murah pilihannyaa pulsa paket provider biopin yaa wa for fast resp
@saturnplaneth maafin ya kak @saturnplaneth atas keluhan panggilan dari nomor yang gak dikenal. silakan infokan nomor hp nya ke dm ya biar dibantu cek lebih lanjut. makasih -aci,negatif,keluhan panggilan dikenal infokan
tambahan fitur iklan pinjol. udahlah paketnya mahal ini segala ada dijejelin pinjol. ya pantes aja yg pake telkomsel suka diterror telfon pinjol walau gak pake layanan pinjolnya. gini amat ya plat merah https://t.co/ki1b3c0ad0,negatif,tambahan fitur iklan pinjol udahlah paketnya mahal dijejelin pinjol pantes suka diterror telfon pinjol layanan pinjolnya gini plat merah
@poetriyw duuhh maaf ya kak alana. kakak udah coba reinstall aplikasi mytelkomsel nya belum? -dhea,negatif,duuhh alana reinstall aplikasi mytelkomsel
@heyrinde nomornya berawalan 0811 bukan kak rin? kalo bukan kakak bisa migrasi kembali ke prabayar melalui https://t.co/d7vbxf0gzl ya. sakia infoin grapari yogyakarta di jl. wahidin sudiro husudo no.37 karangbayam bantul kec. bantul bantul daerah istimewa yogyakarta 55711 hari minggu,netral,nomornya berawalan rin migrasi prabayar sakia grapari yogyakarta jl wahidin sudiro husudo no karangbayam bantul kec bantul bantul daerah istimewa yogyakarta minggu
@telkomsel aku pake yang super seru 9gb kak karna seringnya pake wifi jadi cukup banget buat sebulan,positif,super seru karna wifi sebulan
4397 ─ 4400 tri promo 70gb telkomsel 1gb byu 14gb indosat finet 100gb #testimonigirin https://t.co/ftfrawijab,positif,promo byu finet
@svvvns hhhmmn kak @svvvns ada kendala sama nomor telkomsel nya? -dhea,negatif,hhhmmn kendala
@tysaa7 masih worth it ya kak tysa paketnya suka aktifin paket yang mana nih kak? -dhea,positif,worth it tysa paketnya suka aktifin paket
@telkomsel sdh reinstall masih ga bisa kak. sdh saya dm.,negatif,sdh reinstall sdh
@applepiieys @applepiieys kak ash maaf yaa. sabil bantu agar akses datanya lancar ya yuk infoin nomor hp lokasi(kel kec kota/kab) waktu kejadian dan nomor telkomsel lain yang berkendala sama via dm agar dicek yaa makasih :)-sabil,netral,ash yaa sabil akses datanya lancar lokasikel kec kotakab kejadian dicek yaa
@dounfish omo mian kak lokasinya di daerah mana nih? -ezzi,netral,omo mian lokasinya daerah
@telkomsel aplikasi mytelkomsel lagi ga bisa dibuka ya?,netral,aplikasi mytelkomsel dibuka
ini kenapa?? jaringan ku baik baik aja dari kemarin mau beli kuota di aplikasi kaya gini teruss dari kemarin @telkomsel https://t.co/ampgoxdiah,positif,jaringan ku kemarin beli kuota aplikasi kaya gini teruss kemarin
@scelerisqu aiiihh wangi banget nih penawaran paketnya kak @scelerisqu jadi udah berhasil aktifin paket yang mana nih? -dhea,positif,aiiihh wangi penawaran paketnya berhasil aktifin paket
@telkomsel saya isi pulsa telkomsel rp 50000 kok tidak dapat poin di *700#,negatif,isi pulsa poin
@telkomsel min tolong cek dm doong,netral,doong
membuka aplikasi @telkomsel berasa buka indiana jones di hp min https://t.co/kllxzgo2pz,netral,membuka aplikasi berasa buka indiana jones
@telkomsel change internet package ke telkomsel dalam waktu bbrp detik di menit yg sama bertubi2 sms masuk. ini gimana telkomsel bisa kelolosan yg ky gini. emang by default pasti dapet iklan2 gini? https://t.co/50f7zmpkgj,negatif,change internet package bbrp detik menit bertubi sm masuk kelolosan ky gini emang by default dapet iklan gini
@telkomsel udah kok aman min teimakaci micha kmu lcu banget namanya boleh aku colong nggak namanya,positif,aman teimakaci micha kmu lcu namanya colong nggak namanya
@wederedo12 @wederedo12 untuk tagihan bulan november aja ya kak yang gak bisa di download? maafin clear cache dan reinstall aplikasi mytelkomselnya dulu yuk dan kirim nomor hp tipe hp serta tgl kejadian ke dm. -joan,negatif,tagihan november download clear cache reinstall aplikasi kirim tipe tgl kejadian
@telkomsel halo mau nanya lagi ada kendala layanan penerimaan sms otp dari apps gak ya?,negatif,nanya kendala layanan penerimaan sm otp apps
@telkomsel cek dm donggg,netral,donggg
@telkomsel okee udah bisa min,positif,okee
@privateshuut @telkomsel kakak uninstall dulu aja kak nnt donlod lagi skrg alhamdulillah sudah bisaaa,netral,uninstall nnt donlod skrg alhamdulillah bisaaa
@ilhaditya @ilhaditya kak sabil cek dm kakak udah masuk tunggu balasan temen sabil ya. makasih :)-sabil,netral,sabil masuk tunggu temen sabil
@keysajpg masih worth it kan kak @keysajpg? kalo kakak aktifin paket yang mana nih? -dhea,positif,worth it aktifin paket
@telkomsel tolong bantu udh bingung bgt unreg semua jenis layanan vas tapi mesti dpt sms saat ini anda tidak terdaftar dalam layanan kami. info promo: raih galaxy z flip 6 dari alifa lubis. tarif 2220/2hr slm 360hr. hub *500*159# dan pulsa saya tetap terpotong terus https://t.co/ibkkhw5cgr,positif,udh bingung unreg jenis layanan va mesti dpt sm terdaftar layanan info promo raih galaxy z flip alifa lubis tarif hr slm hr hub pulsa terpotong
@goamaharani @goamaharani wahh maaf banget kak. boleh diabaikan penawarannya dan share nomor hp juga ke dm yuk kak maharani :) -joan,negatif,wahh diabaikan penawarannya share maharani
@ziz12g @ziz12g okay. ditunggu respon selanjutnya di dm yaa kak anindia. -caris,netral,okay respon yaa anindia
@jaeticss kalo kak @jaeticss udah kepoin mytelkomsel nya pagi ini belum? biar ga ketinggalan info penawaran paket menarik dan promonya -dhea,positif,kepoin mytelkomsel pagi ketinggalan info penawaran paket menarik promonya
lu harus jadi sekretaris warga imina yol ,netral,lu sekretaris warga imina yol
@telkomsel tolong bantu udh bingung bgt unreg semua jenis layanan vas tapi mesti dpt sms saat ini anda tidak terdaftar dalam layanan kami. info promo: raih galaxy z flip 6 dari alifa lubis. tarif 2220/2hr slm 360hr. hub *500*159# dan pulsa saya tetap terpotong terus tolong https://t.co/fgccej9hb4,positif,udh bingung unreg jenis layanan va mesti dpt sm terdaftar layanan info promo raih galaxy z flip alifa lubis tarif hr slm hr hub pulsa terpotong
@sunghooniewifey bliau nyamannya sm ak kk mmf yhh,positif,bliau nyamannya sm ak kk mmf yhh
@bprettyurself iyh mukanya sampe cemberut gitu kk mmf yhh,netral,iyh mukanya sampe cemberut kk mmf yhh
@hadiwinat9surya kak elin suka aktifin paket yang berapa gb nih? rajin scroll mytelkomsel nya yuk biar ga ketinggalan penawaran paket menariknya -dhea,positif,elin suka aktifin paket rajin scroll mytelkomsel ketinggalan penawaran paket menariknya
sekelas @telkomsel ngiklanin pinjol really????? https://t.co/va9nkndl4e,negatif,sekelas ngiklanin pinjol really
@convomf makan permen telkomsel tambah mahal,negatif,makan permen mahal
@iiirham_ @iiirham_ duh maafin ya kak irham. infokan nomor hp type perangkat dan type os ke dm. makasih -chika,negatif,duh irham infokan type perangkat type o
@ziz12g @ziz12g dm kak anindia segera dibalas :)-sabil,netral,anindia dibalas
@tanyakanrl mau ganti kartu dari telkomsel mahal kuota tapi tinggal di kampung. ntar pake provider lain ga ada sinyal ,negatif,ganti kartu mahal kuota tinggal kampung ntar provider sinyal
@blckrd25 @blckrd25 kak maaf yaa. buat pulsa yang berkurang karna layanan digital sabil coba bantu nonaktifkan namun kedepannya ga dapat penawaran dari telkomsel lagi kalo bersedia konfirmasi nomor hp ke dm agar dibantu proses yaa. makasih -sabil,negatif,yaa pulsa berkurang karna layanan digital sabil nonaktifkan kedepannya penawaran bersedia konfirmasi prose yaa
@intanchint11292 @intanchint11292 kak intan pastikan pulsanya mencukupi dulu untuk pembelian paketnya agar voucher diskon bisa digunakan yaa. -joan,positif,intan pastikan pulsanya mencukupi pembelian paketnya voucher diskon yaa
@telkomsel udah di reinstall udah di apdet juga kaga bisa kocak. force close mulu. berasa app paling berat sedunia,negatif,reinstall apdet kaga kocak force close mulu berasa app berat sedunia
@iiirham_ waduuuh kendapa sama mytelkomsel nya kak @iiirham_? kalo ada kendala coba reinstall dulu aplikasi mytelkomsel nya ya kak -dhea,negatif,waduuuh kendapa mytelkomsel kendala reinstall aplikasi mytelkomsel
@kenangansenja88 @kenangansenja88 kak masih banyak pilihan paket promo di mytelkomsel yukkk cek di menu beli paket ya. makasih -sabil,positif,pilihan paket promo mytelkomsel yukkk menu beli paket
@sorrybangetnihh @telkomsel @sorrybangetnihh kabel patch cordnya bisa kak mamang pastikan terpasang kencang dulu yaa. maaf kalo belum bisa internet lanjut share nomor internet dan atas nama ke dm kami :) -joan,negatif,kabel patch cordnya mamang pastikan terpasang kencang yaa internet share internet nama
@van1ceee wiih mantaps nih thanks ya kak @van1ceee -dhea,positif,wiih mantaps
@ifahliww00 @ifahliww00 maaf terganggu karena koneksinya gak stabil :( kak ifah share nomor hpnya tgl kejadian lokasi (kelurahan) dan kalo ada 2 nomor lain yang mengalami sama juga yaa kirim ke dm biar dicek. -joan,negatif,terganggu koneksinya stabil ifah share hpnya tgl kejadian lokasi kelurahan mengalami yaa kirim dicek
@privateshuut @olinonlyme @privateshuut kak paprikaa jika aplikasi mytelkomsel berkendala. kakak bisa melakukan clear cache reinstal dan pastikan aplikasi dalam versi terbaru ya. jika masih berkendala infoin no hp telkomsel type perangkat versi os ke dm. makasih. -dya,negatif,paprikaa aplikasi mytelkomsel clear cache reinstal pastikan aplikasi terbaru no type perangkat o
@hiimirma worth it ya kak @hiimirma paketnya...btw udah tahun ke berapa sama telkomsel? -dhea,positif,worth it paketnyabtw
mau bayar @indihome tapi @mytelkomselapp nya begini. dibayar gak nih? @indihomecare @telkomsel https://t.co/iugw1b16ok,netral,bayar dibayar
@gyugotthis @gyugotthis siappp kak el. dm kakak segera dibalas :)-sabil,netral,siappp el dibalas
@telkomsel sudah dong pake telkomsel sejak 2014,positif,
tidak punya apa2 lagi (habis bayar kontrakan sama ngurus sim ilang),netral,habis bayar kontrakan ngurus sim ilang
@telkomsel sekayu muba. lag banget,negatif,sekayu muba lag
@dam91451 wiihh makasih ya btw udah dari kapan pakai telkomsel nya kak dami? -dhea,netral,wiihh btw pakai dami
@pribadi02 @pribadi02 maaf ya kak. buat kendala mytelkomsel boleh coba clear cache lalu re-install dan login kembali yaa. pastikan pakai mytelkomsel versi terbaru kalo masih sama infoin nomor hp ke dm yaa. sabil tunggu. makasih :)-sabil,negatif,kendala mytelkomsel clear cache re login yaa pastikan pakai mytelkomsel terbaru yaa sabil tunggu
idiot @telkomsel beli masa aktif kartu di popup message sama di sms beda. jgn nyuruh pke apps sampah ya! smp skrg otp nomer sndr masuk ke nomer org idiot https://t.co/yacmtgkehx,negatif,idiot beli aktif kartu popup message sm beda jgn nyuruh pke apps sampah smp skrg otp nomer sndr masuk nomer org idiot
@pgnpunyapacarr aku pake telkomsel 75k 50gb atau 100k 80gb itu yg paket super seru tapi kadang semingguan udh abis gr2 sering ketiduran jd hp yg nonton org tidur ,positif,paket super seru kadang semingguan udh abis gr ketiduran jd nonton org tidur
@momodster @momodster duh disaranin clear cache dan reinstall aplikasi mytelkomselnya dulu kak kalo ada kendala akses. share juga nomor hp tipe hp yang digunakan dan tgl kejadian ke dm. -joan,negatif,duh disaranin clear cache reinstall aplikasi kendala akses share tipe tgl kejadian
@olinonlyme @telkomsel sama kaa aku juga ga bisa udah hampir seminggu ,netral,kaa seminggu
@powerpuwf mjb nih kak eyi...btw makasih ya udah pakai telkomsel aman kan untuk sinyalnya? -dhea,positif,mjb eyibtw pakai aman sinyalnya
@telkomsel app nya bermasalah kah? punya akh nggak bisa dibuka rill min no fek fek dahal udha paling terupdate https://t.co/6dtgr0s3lz,negatif,app bermasalah kah akh nggak dibuka rill no fek fek dahal udha terupdate
@telkomsel aplikasi my telkomsel kenapa ya? force close terus.,negatif,aplikasi my force close
@telkomsel btw kenapa app my tsel gbs kebuka ya?,negatif,btw app my tsel gb kebuka
@nursyarifaa_ @nursyarifaa_ baik kak nov. infokan nomor hp nya ke dm guna dibantu lebih lanjut. -chika,positif,nov infokan
@giteorz @giteorz kak maaf yaa. kalo sinyalnya masih kendala jangan sungkan sapa sabil lagi agar jaringannya lancar terus yaa. makasih :)-sabil,negatif,yaa sinyalnya kendala sungkan sapa sabil jaringannya lancar yaa
@darkwolf5581 yuhuuu kak @darkwolf5581 udah berhasil aktifin paketnya kan? btw thanks ya udah pakai telkomsel -dhea,positif,yuhuuu berhasil aktifin paketnya btw pakai
@telkomsel min aplikasi mytelkomsel crash mulu mau beli internet di *363# gagal solusinya gimana ya? https://t.co/p59xn0qvgm,negatif,aplikasi mytelkomsel crash mulu beli internet gagal solusinya
@telkomsel ga bisa ini soalnya nomer buat kerjaan. jadi ga bisa block unknown numbernya di aktifin karena banyak nomer baru buat pekerjaan saya,netral,nomer kerjaan block unknown numbernya aktifin nomer pekerjaan
@tanyakanrl cari aja telkomsel omni nanti masukan nomor kalian di sana pembayaran onlinr bisa pake e wallet minta bayar lewat minimarket,netral,cari omni masukan pembayaran onlinr e wallet bayar minimarket
@telkomsel gaada kendala tp klo daerah-daerahnya jauh dari perkotaan emng susah sinyal. wajar sih sebenernya klo di puncak gunung atau di tengah laut gaada sinyal,negatif,gaada kendala tp klo daerah perkotaan emng susah sinyal wajar sebenernya klo puncak gunung laut gaada sinyal
@tanyakanrl kalo gw karna jualan pulsa jadi tau menu khusus indosat ada yg nama nya hot promo sedangkan xl axis ada cuanku telkomsel ada telkomsel omni semua harga dan isi produk otomatis menyesuaikan nomor bisa murah dapst kuota banyak nah kalo untuk omni bisa cari di google ada kok,positif,gw karna jualan pulsa menu khusus nama hot promo xl axis cuanku omni harga isi produk otomatis menyesuaikan murah dapst kuota omni cari google
@aysevenpurple @aysevenpurple wahhh mantapp kak. makasih ya udah jadi pelanggan setia telkomsel. sehat selalu -sabil,positif,wahhh mantapp pelanggan setia sehat
@nthn9prsnl wiiih mantap nih kak @nthn9prsnl thanks ya udah pakai telkomsel selamat menggunakan layanannya -dhea,positif,wiiih mantap pakai selamat layanannya
@imelancolie huhuhu jelek gimana nih mytelkomsel nya kak lulu? udah coba clear cache aplikasi nya? -dhea,negatif,huhuhu jelek mytelkomsel lulu clear cache aplikasi
@pgnpunyapacarr aku pake telkomsel yes 50k dapet 20gb,positif,yes dapet
@telkomsel ihh kepo yang 35gb 60 rb ka mayan tuhh,netral,ihh kepo rb ka mayan tuhh
@pgnpunyapacarr gue telkomsel sakti 25gb 50k,netral,gue sakti
@pibidip_o @pibidip_o udah masuk antrian ya dmnya kak tris. tungguin balesan di dm ya. makasih -sakia,netral,masuk antrian dmnya tris tungguin balesan
@nursyarifaa_ @nursyarifaa_ maaf yaa kak nov. terkait panggilan spam. kakak bisa coba setting di pengaturan handphone - panggilan - block from unknown number/from stranger (aktifkan). nanti panggilan yg masuk dari contact kakak aja. semoga membantu -sabil,negatif,yaa nov terkait panggilan spam setting pengaturan handphone panggilan block from unknown numberfrom stranger aktifkan panggilan masuk contact semoga membantu
@istrigongyoo_ @telkomsel sama nih,netral,
@min9yukmm_ omo lokasi kak tal daerah mana nih? mianhae -ezzi,netral,omo lokasi tal daerah mianhae
@telkomsel sudah bisa masuk aplikasi setelah clear data. tapi poin setahun kmrn jadi hangus sia2. bgmn ya solusinya ?,positif,masuk aplikasi clear data poin setahun kmrn hangus sia bgmn solusinya
@6321ppssttm4y0 @6321ppssttm4y0 kak maaf ya. kalo internetnya gak bisa digunakan silakan infokan nomor hp lokasi detail (min. s.d kelurahan) tanggal waktu kejadian nomor lain yang berkendala sama jika ada via dm biar dibantu cek serta privasi terjaga. -sakia,negatif,internetnya infokan lokasi detail sd kelurahan tanggal kejadian privasi terjaga
@telkomsel @rinshuayunaa @telkomsel lah paket2 yg taun kmrn kenapa pada ilang akhirnya mau gamau kmrn beli paket 28gb 111k ,netral,paket taun kmrn ilang gamau kmrn beli paket
@telkomsel aplikasi mytelkomsel tidak bisa dibukak ini sudah setara aplikasi buatan pemerintah. -5000 aura,negatif,aplikasi mytelkomsel dibukak setara aplikasi buatan pemerintah aura
@telkomsel @cilarieru kenapa aplikasi kalian selalu lemot? mau cek jaringan indihome aja susah udah gonta ganti hp dan koneksi sama aja. anehnya kalau mau cek paket itu lancar. bro.. https://t.co/u0ltt6mrfn,negatif,aplikasi lemot jaringan indihome susah gonta ganti koneksi anehnya paket lancar bro
ini indihome sama telkomsel knapa siii mau transaksi gabisa terus ,negatif,indihome knapa siii transaksi gabisa
@telkomsel gabisa buka apa2 ngentodddddd @telkomsel ini bela2in paletan im3 cuma 1gb demi bisa ngatain @telkomsel pukimaaaakkkk https://t.co/tlxydrjvk1,negatif,gabisa buka ngentodddddd belain paletan im ngatain pukimaaaakkkk
@jitu34900 maafin ya kak jitu. kakak bisa beli paket di *363# dan tukar poin di *700#. coba dulu clear cache uninstall lalu install lagi aplikasinya dengan versi terbaru ya. jika tetap sama infoin nomor hp tipe hp dan capture kendalanya via dm biar dibantu cek serta privasi terjaga.,negatif,jitu beli paket tukar poin clear cache uninstall install aplikasinya terbaru tipe capture kendalanya privasi terjaga
@telkomsel aplikasi my telkomsel tidak bisa diakses sama sekali dari sejak akhir tahun kemarin mohon solusinya. karena tidak bisa beli paket pulsa dan poin pun jg hangus di akhir tahun kmrn. bagaimana ini telkomsel?,negatif,aplikasi my diakses kemarin solusinya beli paket pulsa poin jg hangus kmrn
@tanyakanrl demi apapun jadi mahal ni kartu jadi pindah ke telkomsel aja,negatif,apapun mahal ni kartu pindah
@melina_0520 @melina_0520 baik kak melina jika sudah bisa digunakan. jika ada kendala dan ada yg ingin ditanyakan jangan sungkan hubungi kami kembali. -dya,positif,melina kendala sungkan hubungi
@terangbulant @terangbulant akan dibalas sesuai antrian ya kak salma. -joan,positif,dibalas sesuai antrian salma
@pibidip_o mohon maaf ya kak tris. untuk kendala ketidaksesuaian kuota yang didapatkan silakan infoin nomor hp ke dm ya supaya bisa dibantu cek dan datanya aman. makasih -micha,negatif,tris kendala ketidaksesuaian kuota didapatkan datanya aman
@proujec brrt gk bleh ganti la,netral,brrt gk bleh ganti la
@tanyakanrl kemarin gua beli kuota telkomsel (promo akhir tahun) 72rb dapat 150gb,positif,kemarin gua beli kuota promo rb
@annhadidd @annhadidd kak zayn dm-nya akan segera dibalas ya. mohon ditunggu. makasih. -dya,netral,zayn dibalas
@kwkuh @kwkuh dm dibalas sesuai antrian yaa. -joan,positif,dibalas sesuai antrian yaa
iyakann makij lama makin mahall aku smpek 2 bln ini pakek telkomsel,negatif,iyakann makij mahall smpek bln pakek
@papskyb @papskyb joan tetep saranin coba reinstall dan clear cache mytelkomselnya lebih dulu dan share data yang sabil minta ke dm untuk dicek :) -joan,negatif,tetep saranin reinstall clear cache share data sabil dicek
@telkomsel udah 8-9 tahun min pake nomer ini adain promo yg lebih gede lagi,positif,nomer adain promo gede
@octeevlue stress dikit gw ca,netral,stress dikit gw ca
@brayzenminovan @dew_jsu ngedit dimana ni bray kok bisa segitu,netral,ngedit dimana ni bray segitu
@apprrriiilll_ @telkomsel aku jg gt kak awalnya trus aku uninstall dan install ulang baru bisa kak,negatif,jg gt trus uninstall install ulang
@telkomsel sudah d dm ya,netral,d
@apprrriiilll_ @awleahhh @apprrriiilll_ huhu tenang dulu ya karena kakak bisa coba clear cache dan reinstall aplikasi mytelkomselnya kalo ada kendala akses. kirimin juga nomor hp tipe hp yang digunakan dan tgl kejadian ke dm :) -joan,negatif,huhu tenang clear cache reinstall aplikasi kendala akses kirimin tipe tgl kejadian
efek samping dewtee nobar https://t.co/7sv6mwdkhq,netral,efek samping dewtee nobar
@yogapd5 @yogapd5 waduh maaf buat ketidaksesuaian penggunaan pulsanya. kak yoga berkenan tunggu pengecekan di dm yaa. -joan,negatif,ketidaksesuaian penggunaan pulsanya yoga berkenan tunggu pengecekan yaa
@kkkuromeh @kkkuromeh kak meh dm-nya akan segera dibalas ya. mohon ditunggu. makasih. -dya,netral,meh dibalas
@kwkuh mohon maaf ya kak kukuh. micha bantu cek statusnya lewat dm yuk infoin nomor hp kakak ya. makasih -micha,negatif,kukuh micha statusnya
@tanyarlfes iphone aja klo suka trip kemana-mana iphone lebih kuat nangkep sinyal dr andro. gw punya ip 15 sama s24 pas ke trip ke beberapa daerah susah sinyal di iphone masih bisa nangkep sinyal 1-2 bar sementara di samsung tidak ada layanan pdhl sama2 pke telkomsel.,netral,iphone klo suka trip kemana iphone kuat nangkep sinyal andro gw ip s pa trip daerah susah sinyal iphone nangkep sinyal bar samsung layanan pdhl pke
@telkomsel @awleahhh min apk tsel ku gabisa dibukaaaa tolonggg,negatif,apk tsel ku gabisa dibukaaaa tolonggg
@telkomsel terlalu banyak inconvinience di produk telkomsel salah satu vontoh pagi ini sdh bbrp jam apps. nya tdk bisa dibuka. https://t.co/kwapvtbhi1,negatif,inconvinience produk salah vontoh pagi sdh bbrp jam apps tdk dibuka
@rinshuayunaa kak rin user telkomsel juga? kepoin lagi mytelkomselnya biar ga ketinggalan penawaran paket menarik dan promonya -dhea,positif,rin user kepoin ketinggalan penawaran paket menarik promonya
@telkomsel itu udh yg paling murah paketnya.. ,positif,udh murah paketnya
@zerofox321 @zerofox321 kak ahmad agar dya bantu cek. infoin no hp telkomsel yg digunakan capture id transaksi dan detail paket ke dm. makasih. -dya,netral,ahmad dya no capture id transaksi detail paket
@fernand__52 @cilarieru @fernand__52 kak doo tungguin balasan selanjutnya di dm ya :)-sabil,netral,doo tungguin
@endmarsss iya kak @endmarsss. cuss kirimin nomor hp-nya ke dm biar di bantu carikan paket terbaik untuk kakak. -caris,positif,iya cuss kirimin carikan paket terbaik
@skuukyo @skuukyo yahh huhu maaf deh kalo kakak masih belum bisa akses mytelkomsel setelah clear cache dan reinstall aplikasi. kirimin aja yuk nomor hp tgl kejadian dan tipe hp yang digunakannya ke dm :) -joan,negatif,yahh huhu akses mytelkomsel clear cache reinstall aplikasi kirimin tgl kejadian tipe digunakannya
sky kapan pulangnyaa,netral,sky pulangnyaa
@telkomsel help ak gabisa login pls. jgn suruh aku clear chace atau reinstall udah ku lakuin tp blm login,negatif,ak gabisa login jgn suruh clear chace reinstall ku lakuin tp blm login
@ifahliww00 hhhmmn koneksi lambatnya di nomor telkomsel atau indihome kak ifah? lokasi kendalanya dimana nih? -dhea,negatif,hhhmmn koneksi lambatnya indihome ifah lokasi kendalanya dimana
@telkomsel @cilarieru min baca dm,netral,baca
@matchaenaktauho @matchaenaktauho boleh dicek berkala aja kak buat promo di aplikasi mytelkomselnya :) -joan,positif,dicek berkala promo aplikasi
@telkomsel ini kenapa saya dapat notifikasi gagal ya transaksi nya? padahal status nya udah berhasil dari bsi nya https://t.co/a7x9ivqsdi,netral,notifikasi gagal transaksi status berhasil bsi
@yaya18474 naahh kak @yaya18474 user telkomsel kah? udah berhasil aktifin paket yang mana nih? -dhea,positif,naahh user kah berhasil aktifin paket
@telkomsel mau dong min kirim dm nih nomer nya???,netral,kirim nomer
@allannnn7 @allannnn7 kak allan setelah dya cek capture-nya. kuota paket super seru-nya sudah aktif dan berlaku hingga tanggal 2 februari 2025. makasih. -dya,netral,allan dya capture kuota paket super seru aktif berlaku tanggal februari
@applepiieys waduuh koneksi lambatnya dari kapan nih kak ash? kalo sinyalnya muncul berapa bar? -dhea,negatif,waduuh koneksi lambatnya ash sinyalnya muncul bar
